source,target,isSourceSelected,isTargetSelected,frequency
artichoke hearts,filling,0,0,0
artichoke hearts,fish sauce,0,0,1
artichoke hearts,floret,0,0,3
artichoke hearts,florets,0,0,1
artichoke hearts,flour,0,0,62
artichoke hearts,fraiche,0,0,1
artichoke hearts,fresh lemon juice,0,0,17
artichoke hearts,fresh lemon rind,0,0,0
artichoke hearts,fresh lime juice,0,0,0
artichoke hearts,fresh orange juice,0,0,0
artichoke hearts,frosting,0,0,0
artichoke hearts,frozen whipped topping,0,0,0
artichoke hearts,fruit,0,0,0
artichoke hearts,garlic,0,0,85
artichoke hearts,garlic powder,0,0,31
artichoke hearts,gelatin,0,0,0
artichoke hearts,ghee,0,0,0
artichoke hearts,ginger,0,0,2
artichoke hearts,gingerroot,0,0,0
artichoke hearts,gorgonzola,0,0,1
artichoke hearts,graham cracker crumbs,0,0,0
artichoke hearts,granular,0,0,0
artichoke hearts,granules,0,0,1
artichoke hearts,grapes,0,0,0
artichoke hearts,gravy,0,0,0
artichoke hearts,green food coloring,0,0,0
artichoke hearts,greens,0,0,2
artichoke hearts,grenadine,0,0,0
artichoke hearts,guacamole,0,0,0
artichoke hearts,gum,0,0,0
artichoke hearts,half-and-half,0,0,9
artichoke hearts,half-and-half cream,0,0,2
artichoke hearts,halves,0,0,11
artichoke hearts,ham,0,0,10
artichoke hearts,hamburger,0,0,0
artichoke hearts,hazelnuts,0,0,0
artichoke hearts,heavy cream,0,0,21
artichoke hearts,heavy whipping cream,0,0,4
artichoke hearts,herbs,0,0,2
artichoke hearts,hoisin sauce,0,0,0
artichoke hearts,honey,0,0,3
artichoke hearts,horseradish,0,0,2
artichoke hearts,hot pepper sauce,0,0,7
artichoke hearts,hot sauce,0,0,8
artichoke hearts,ice,0,0,0
artichoke hearts,ice cube,0,0,0
artichoke hearts,italian dressing,0,0,4
artichoke hearts,italian salad dressing,0,0,4
artichoke hearts,italian seasoning,0,0,7
artichoke hearts,jalapeno,0,0,5
artichoke hearts,jam,0,0,0
artichoke hearts,jelly,0,0,0
artichoke hearts,juice and zest of,0,0,2
artichoke hearts,juice of,0,0,7
artichoke hearts,kahlua,0,0,0
artichoke hearts,kale,0,0,0
artichoke hearts,ketchup,0,0,0
artichoke hearts,kielbasa,0,0,0
artichoke hearts,krispies,0,0,0
artichoke hearts,lamb,0,0,4
artichoke hearts,lard,0,0,0
artichoke hearts,leaf,0,0,28
artichoke hearts,leave,0,0,0
artichoke hearts,leek,0,0,4
artichoke hearts,lemon,0,0,32
artichoke hearts,lemon extract,0,0,0
artichoke hearts,lemon juice,0,0,58
artichoke hearts,lemon peel,0,0,3
artichoke hearts,lemon rind,0,0,0
artichoke hearts,lemon slice,0,0,0
artichoke hearts,lemongrass,0,0,0
artichoke hearts,lentils,0,0,0
artichoke hearts,lettuce,0,0,3
artichoke hearts,light cream,0,0,2
artichoke hearts,light sour cream,0,0,4
artichoke hearts,light soy sauce,0,0,0
artichoke hearts,lime,0,0,2
artichoke hearts,lime juice,0,0,1
artichoke hearts,linguine,0,0,6
artichoke hearts,liqueur,0,0,0
artichoke hearts,liquid smoke,0,0,0
artichoke hearts,loin,0,0,1
artichoke hearts,low sodium soy sauce,0,0,0
artichoke hearts,low-fat sour cream,0,0,1
artichoke hearts,macaroni,0,0,0
artichoke hearts,mace,0,0,0
artichoke hearts,mango,0,0,0
artichoke hearts,mangoes,0,0,0
artichoke hearts,margarine,0,0,3
artichoke hearts,marinara sauce,0,0,1
artichoke hearts,marinated artichoke hearts,0,0,0
artichoke hearts,marjoram,0,0,3
artichoke hearts,marmalade,0,0,0
artichoke hearts,marnier,0,0,0
artichoke hearts,marshmallows,0,0,0
artichoke hearts,masala,0,0,1
artichoke hearts,mayonnaise,0,0,133
artichoke hearts,meat,0,0,2
artichoke hearts,milk,0,0,38
artichoke hearts,mint,0,0,5
artichoke hearts,mirin,0,0,0
artichoke hearts,"mix""",0,0,2
artichoke hearts,molasses,0,0,0
artichoke hearts,mushroom,0,0,19
artichoke hearts,mushrooms,0,0,55
artichoke hearts,mustard,0,0,25
artichoke hearts,mustard powder,0,0,0
artichoke hearts,nectar,0,0,0
artichoke hearts,nonfat dry milk powder,0,0,0
artichoke hearts,nonfat sour cream,0,0,2
artichoke hearts,nonstick cooking spray,0,0,0
artichoke hearts,noodles,0,0,7
artichoke hearts,nutmeg,0,0,10
artichoke hearts,nuts,0,0,10
artichoke hearts,oatmeal,0,0,0
artichoke hearts,oats,0,0,0
artichoke hearts,oil,0,0,193
artichoke hearts,okra,0,0,0
artichoke hearts,old bay seasoning,0,0,2
artichoke hearts,olive,0,0,60
artichoke hearts,onion,0,0,123
artichoke hearts,onion powder,0,0,3
artichoke hearts,onion soup mix,0,0,0
artichoke hearts,onions,0,0,58
artichoke hearts,orange,0,0,1
artichoke hearts,orange juice,0,0,1
artichoke hearts,orange peel,0,0,0
artichoke hearts,orange rind,0,0,1
artichoke hearts,oregano,0,0,46
artichoke hearts,oyster sauce,0,0,0
artichoke hearts,pancetta,0,0,2
artichoke hearts,paprika,0,0,31
artichoke hearts,parsley,0,0,83
artichoke hearts,parsley flakes,0,0,3
artichoke hearts,parsnips,0,0,0
artichoke hearts,pasta,0,0,42
artichoke hearts,pasta sauce,0,0,1
artichoke hearts,paste,0,0,12
artichoke hearts,pastry,0,0,2
artichoke hearts,pea,0,0,0
artichoke hearts,peaches,0,0,0
artichoke hearts,peanuts,0,0,0
artichoke hearts,pear,0,0,0
artichoke hearts,pears,0,0,0
artichoke hearts,peas,0,0,5
artichoke hearts,pecans,0,0,0
artichoke hearts,pectin,0,0,0
artichoke hearts,penne,0,0,4
artichoke hearts,pepper,0,0,291
artichoke hearts,peppercorn,0,0,0
artichoke hearts,peppercorns,0,0,0
artichoke hearts,pepperoni,0,0,1
artichoke hearts,pesto sauce,0,0,6
artichoke hearts,pickle,0,0,0
artichoke hearts,pickles,0,0,0
artichoke hearts,pie crust,0,0,5
artichoke hearts,pimiento,0,0,8
artichoke hearts,pineapple,0,0,1
artichoke hearts,pineapple juice,0,0,0
artichoke hearts,pistachios,0,0,0
artichoke hearts,pizza sauce,0,0,1
artichoke hearts,pods,0,0,0
artichoke hearts,popcorn,0,0,0
artichoke hearts,pork,0,0,0
artichoke hearts,potato,0,0,4
artichoke hearts,potatoes,0,0,6
artichoke hearts,poultry seasoning,0,0,1
artichoke hearts,prawns,0,0,1
artichoke hearts,preserves,0,0,0
artichoke hearts,prosciutto,0,0,4
artichoke hearts,pudding,0,0,0
artichoke hearts,pumpkin,0,0,0
artichoke hearts,pure vanilla extract,0,0,0
artichoke hearts,puree,0,0,2
artichoke hearts,quinoa,0,0,0
artichoke hearts,radish,0,0,0
artichoke hearts,radishes,0,0,0
artichoke hearts,raisin,0,0,0
artichoke hearts,ranch dressing,0,0,2
artichoke hearts,raspberries,0,0,0
artichoke hearts,red chili powder,0,0,0
artichoke hearts,red food coloring,0,0,0
artichoke hearts,red pepper flakes,0,0,11
artichoke hearts,reduced sodium soy sauce,0,0,0
artichoke hearts,refrigerated crescent dinner rolls,0,0,2
artichoke hearts,relish,0,0,0
artichoke hearts,rhubarb,0,0,0
artichoke hearts,rib,0,0,0
artichoke hearts,rice,0,0,21
artichoke hearts,rind of,0,0,0
artichoke hearts,rosemary,0,0,10
artichoke hearts,round,0,0,0
artichoke hearts,rum,0,0,0
artichoke hearts,saffron,0,0,3
artichoke hearts,sage,0,0,7
artichoke hearts,salami,0,0,9
artichoke hearts,salmon,0,0,3
artichoke hearts,salsa,0,0,3
artichoke hearts,salt,0,0,171
artichoke hearts,sauerkraut,0,0,0
artichoke hearts,sausage,0,0,4
artichoke hearts,scallion,0,0,11
artichoke hearts,scallops,0,0,2
artichoke hearts,schnapps,0,0,0
artichoke hearts,seasoned bread crumbs,0,0,3
artichoke hearts,seasoning,0,0,0
artichoke hearts,sec,0,0,0
artichoke hearts,seed,0,0,6
artichoke hearts,shallot,0,0,24
artichoke hearts,shell,0,0,3
artichoke hearts,sherry,0,0,11
artichoke hearts,shortening,0,0,0
artichoke hearts,shoulder,0,0,1
artichoke hearts,shrimp,0,0,17
artichoke hearts,sirloin,0,0,0
artichoke hearts,skewers,0,0,1
artichoke hearts,skinless chicken breast,0,0,1
artichoke hearts,soda,0,0,0
artichoke hearts,sour cream,0,0,63
artichoke hearts,soy sauce,0,0,1
artichoke hearts,soymilk,0,0,0
artichoke hearts,spaghetti,0,0,3
artichoke hearts,spaghetti sauce,0,0,0
artichoke hearts,spears,0,0,4
artichoke hearts,spice,0,0,0
artichoke hearts,spices,0,0,1
artichoke hearts,spinach,0,0,116
artichoke hearts,splenda sugar substitute,0,0,0
artichoke hearts,spread,0,0,0
artichoke hearts,sprig,0,0,1
artichoke hearts,sprigs,0,0,0
artichoke hearts,sprinkles,0,0,0
artichoke hearts,sprout,0,0,0
artichoke hearts,sprouts,0,0,1
artichoke hearts,starch,0,0,0
artichoke hearts,steak,0,0,1
artichoke hearts,stick,0,0,1
artichoke hearts,strawberry,0,0,0
artichoke hearts,sugar,0,0,17
artichoke hearts,sweetener,0,0,0
artichoke hearts,syrup,0,0,0
artichoke hearts,tabasco sauce,0,0,9
artichoke hearts,taco seasoning,0,0,0
artichoke hearts,taco seasoning mix,0,0,0
artichoke hearts,tahini,0,0,3
artichoke hearts,tarragon,0,0,6
artichoke hearts,tartar,0,0,1
artichoke hearts,tea,0,0,0
artichoke hearts,tenderloin,0,0,2
artichoke hearts,tenders,0,0,1
artichoke hearts,tequila,0,0,0
artichoke hearts,teriyaki sauce,0,0,0
artichoke hearts,thighs,0,0,4
artichoke hearts,thyme,0,0,17
artichoke hearts,tofu,0,0,0
artichoke hearts,tomato,0,0,100
artichoke hearts,tomato juice,0,0,1
artichoke hearts,tomato sauce,0,0,6
artichoke hearts,tomato soup,0,0,0
artichoke hearts,tortellini,0,0,3
artichoke hearts,tortilla,0,0,0
artichoke hearts,tortillas,0,0,4
artichoke hearts,tuna,0,0,1
artichoke hearts,turkey,0,0,1
artichoke hearts,turmeric,0,0,1
artichoke hearts,turmeric powder,0,0,1
artichoke hearts,unsweetened cocoa powder,0,0,0
artichoke hearts,vanilla,0,0,0
artichoke hearts,vanilla essence,0,0,0
artichoke hearts,vanilla extract,0,0,0
artichoke hearts,vanilla ice cream,0,0,0
artichoke hearts,vanilla instant pudding mix,0,0,0
artichoke hearts,vegetable oil cooking spray,0,0,1
artichoke hearts,vegetable shortening,0,0,0
artichoke hearts,vegetable stock,0,0,4
artichoke hearts,vegetables,0,0,1
artichoke hearts,vermouth,0,0,0
artichoke hearts,vinegar,0,0,45
artichoke hearts,vodka,0,0,1
artichoke hearts,wafers,0,0,0
artichoke hearts,walnuts,0,0,3
artichoke hearts,water,0,0,28
artichoke hearts,watermelon,0,0,0
artichoke hearts,wedge,0,0,0
artichoke hearts,wedges,0,0,1
artichoke hearts,weed,0,0,2
artichoke hearts,wheat germ,0,0,0
artichoke hearts,whip,0,0,1
artichoke hearts,whipped cream,0,0,0
artichoke hearts,whipped topping,0,0,0
artichoke hearts,whipping cream,0,0,5
artichoke hearts,whiskey,0,0,0
artichoke hearts,white cake mix,0,0,0
artichoke hearts,wine,0,0,62
artichoke hearts,wings,0,0,0
artichoke hearts,worcestershire sauce,0,0,15
artichoke hearts,wrappers,0,0,1
artichoke hearts,yeast,0,0,7
artichoke hearts,yellow cake mix,0,0,0
artichoke hearts,yellow squash,0,0,2
artichoke hearts,yoghurt,0,0,0
artichoke hearts,yogurt,0,0,6
artichoke hearts,yolk,0,0,3
artichoke hearts,zest,0,0,9
artichoke hearts,zest of,0,0,5
artichoke hearts,zucchini,0,0,12
arugula,asparagus,0,0,3
arugula,avocado,0,0,9
arugula,bacon,0,0,21
arugula,bacon bits,0,0,0
arugula,bags,0,0,0
arugula,baguette,0,0,3
arugula,baking powder,0,0,0
arugula,banana,0,0,0
arugula,barbecue sauce,0,0,1
arugula,barley,0,0,1
arugula,basil,0,0,17
arugula,bean,0,0,15
arugula,beef,0,0,5
arugula,beef bouillon cube,0,0,0
arugula,beef stock,0,0,0
arugula,beer,0,0,0
arugula,beets,0,0,10
arugula,berries,0,0,1
arugula,biscuits,0,0,0
arugula,bisquick,0,0,0
arugula,bisquick baking mix,0,0,0
arugula,blackberries,0,0,0
arugula,blueberries,0,0,1
arugula,boneless chicken breast,0,0,1
arugula,boneless skinless chicken breast,0,0,7
arugula,bouillon,0,0,0
arugula,bourbon,0,0,0
arugula,bran,0,0,0
arugula,brandy,0,0,0
arugula,bread,0,0,29
arugula,breadcrumb,0,0,12
arugula,brisket,0,0,0
arugula,broccoli,0,0,3
arugula,broth,0,0,11
arugula,browns,0,0,0
arugula,buns,0,0,7
arugula,butter,0,0,34
arugula,buttermilk,0,0,0
arugula,butternut squash,0,0,1
arugula,cabbage,0,0,1
arugula,cacao,0,0,0
arugula,cajun seasoning,0,0,0
arugula,cake,0,0,0
arugula,candies,0,0,0
arugula,capers,0,0,7
arugula,capsicum,0,0,0
arugula,cardamom,0,0,0
arugula,carrot,0,0,11
arugula,cashews,0,0,1
arugula,catsup,0,0,0
arugula,cauliflower,0,0,0
arugula,cayenne,0,0,3
arugula,celery,0,0,3
arugula,cereal,0,0,0
arugula,cheese,0,0,144
arugula,cherry,0,0,2
arugula,chestnuts,0,0,0
arugula,chicken,0,0,2
arugula,chicken bouillon cube,0,0,0
arugula,chicken breast,0,0,4
arugula,chicken pieces,0,0,0
arugula,chicken stock,0,0,5
arugula,chickpeas,0,0,2
arugula,chile,0,0,3
arugula,chili,0,0,2
arugula,chili powder,0,0,0
arugula,chili sauce,0,0,0
arugula,chip,0,0,0
arugula,chips,0,0,0
arugula,chives,0,0,5
arugula,chocolate,0,0,0
arugula,chops,0,0,3
arugula,choy,0,0,1
arugula,chuck,0,0,0
arugula,chunks,0,0,0
arugula,chutney,0,0,0
arugula,cider,0,0,3
arugula,cilantro,0,0,9
arugula,cinnamon,0,0,4
arugula,clams,0,0,1
arugula,clove,0,0,78
arugula,cocoa,0,0,0
arugula,cocoa powder,0,0,0
arugula,coconut,0,0,0
arugula,coffee,0,0,0
arugula,concentrate,0,0,2
arugula,condensed cream of chicken soup,0,0,0
arugula,condensed cream of mushroom soup,0,0,0
arugula,cooked chicken breast,0,0,1
arugula,cookies,0,0,0
arugula,cooking spray,0,0,3
arugula,coriander,0,0,2
arugula,coriander powder,0,0,0
arugula,corn,0,0,9
arugula,corn flakes,0,0,0
arugula,cornflour,0,0,0
arugula,cornmeal,0,0,3
arugula,cornstarch,0,0,0
arugula,couscous,0,0,3
arugula,crabmeat,0,0,0
arugula,cracker,0,0,0
arugula,cranberries,0,0,9
arugula,cranberry juice,0,0,0
arugula,cream,0,0,3
arugula,cream of celery soup,0,0,0
arugula,cream of chicken soup,0,0,0
arugula,cream of mushroom soup,0,0,0
arugula,creamer,0,0,0
arugula,creole seasoning,0,0,0
arugula,crisco,0,0,0
arugula,crumb,0,0,0
arugula,crushed red pepper flakes,0,0,8
arugula,cucumber,0,0,7
arugula,cumin,0,0,7
arugula,cumin powder,0,0,0
arugula,currants,0,0,0
arugula,curry powder,0,0,0
arugula,dates,0,0,1
arugula,dill,0,0,6
arugula,dogs,0,0,0
arugula,dough,0,0,2
arugula,dried italian seasoning,0,0,0
arugula,dried onion flakes,0,0,0
arugula,dried parsley flakes,0,0,0
arugula,dry onion soup mix,0,0,0
arugula,egg,0,0,24
arugula,egg substitute,0,0,0
arugula,egg white,0,0,3
arugula,eggplant,0,0,3
arugula,enchilada sauce,0,0,0
arugula,espresso,0,0,0
arugula,fat,0,0,0
arugula,fat free sour cream,0,0,0
arugula,feta,0,0,3
arugula,fettuccine,0,0,1
arugula,fillet,0,0,7
arugula,filling,0,0,0
arugula,fish sauce,0,0,0
arugula,floret,0,0,0
arugula,florets,0,0,2
arugula,flour,0,0,10
arugula,fraiche,0,0,1
arugula,fresh lemon juice,0,0,41
arugula,fresh lemon rind,0,0,0
arugula,fresh lime juice,0,0,2
arugula,fresh orange juice,0,0,0
arugula,frosting,0,0,0
arugula,frozen whipped topping,0,0,0
arugula,fruit,0,0,0
arugula,garlic,0,0,27
arugula,garlic powder,0,0,4
arugula,gelatin,0,0,0
arugula,ghee,0,0,0
arugula,ginger,0,0,3
arugula,gingerroot,0,0,1
arugula,gorgonzola,0,0,3
arugula,graham cracker crumbs,0,0,0
arugula,granular,0,0,0
arugula,granules,0,0,0
arugula,grapes,0,0,2
arugula,gravy,0,0,0
arugula,green food coloring,0,0,0
arugula,greens,0,0,4
arugula,grenadine,0,0,0
arugula,guacamole,0,0,0
arugula,gum,0,0,0
arugula,half-and-half,0,0,3
arugula,half-and-half cream,0,0,0
arugula,halves,0,0,12
arugula,ham,0,0,4
arugula,hamburger,0,0,0
arugula,hazelnuts,0,0,1
arugula,heavy cream,0,0,5
arugula,heavy whipping cream,0,0,0
arugula,herbs,0,0,1
arugula,hoisin sauce,0,0,0
arugula,honey,0,0,21
arugula,horseradish,0,0,4
arugula,hot pepper sauce,0,0,1
arugula,hot sauce,0,0,0
arugula,ice,0,0,0
arugula,ice cube,0,0,0
arugula,italian dressing,0,0,0
arugula,italian salad dressing,0,0,0
arugula,italian seasoning,0,0,0
arugula,jalapeno,0,0,2
arugula,jam,0,0,2
arugula,jelly,0,0,0
arugula,juice and zest of,0,0,2
arugula,juice of,0,0,10
arugula,kahlua,0,0,0
arugula,kale,0,0,1
arugula,ketchup,0,0,0
arugula,kielbasa,0,0,0
arugula,krispies,0,0,0
arugula,lamb,0,0,4
arugula,lard,0,0,0
arugula,leaf,0,0,22
arugula,leave,0,0,1
arugula,leek,0,0,3
arugula,lemon,0,0,24
arugula,lemon extract,0,0,0
arugula,lemon juice,0,0,21
arugula,lemon peel,0,0,2
arugula,lemon rind,0,0,0
arugula,lemon slice,0,0,0
arugula,lemongrass,0,0,0
arugula,lentils,0,0,1
arugula,lettuce,0,0,8
arugula,light cream,0,0,0
arugula,light sour cream,0,0,0
arugula,light soy sauce,0,0,0
arugula,lime,0,0,6
arugula,lime juice,0,0,4
arugula,linguine,0,0,5
arugula,liqueur,0,0,0
arugula,liquid smoke,0,0,1
arugula,loin,0,0,2
arugula,low sodium soy sauce,0,0,1
arugula,low-fat sour cream,0,0,0
arugula,macaroni,0,0,1
arugula,mace,0,0,0
arugula,mango,0,0,1
arugula,mangoes,0,0,0
arugula,margarine,0,0,0
arugula,marinara sauce,0,0,0
arugula,marinated artichoke hearts,0,0,1
arugula,marjoram,0,0,1
arugula,marmalade,0,0,2
arugula,marnier,0,0,0
arugula,marshmallows,0,0,0
arugula,masala,0,0,0
arugula,mayonnaise,0,0,20
arugula,meat,0,0,0
arugula,milk,0,0,6
arugula,mint,0,0,7
arugula,mirin,0,0,0
arugula,"mix""",0,0,0
arugula,molasses,0,0,1
arugula,mushroom,0,0,5
arugula,mushrooms,0,0,12
arugula,mustard,0,0,41
arugula,mustard powder,0,0,0
arugula,nectar,0,0,1
arugula,nonfat dry milk powder,0,0,0
arugula,nonfat sour cream,0,0,0
arugula,nonstick cooking spray,0,0,0
arugula,noodles,0,0,2
arugula,nutmeg,0,0,1
arugula,nuts,0,0,19
arugula,oatmeal,0,0,0
arugula,oats,0,0,0
arugula,oil,0,0,204
arugula,okra,0,0,0
arugula,old bay seasoning,0,0,1
arugula,olive,0,0,14
arugula,onion,0,0,49
arugula,onion powder,0,0,1
arugula,onion soup mix,0,0,0
arugula,onions,0,0,15
arugula,orange,0,0,7
arugula,orange juice,0,0,5
arugula,orange peel,0,0,0
arugula,orange rind,0,0,0
arugula,oregano,0,0,15
arugula,oyster sauce,0,0,0
arugula,pancetta,0,0,3
arugula,paprika,0,0,6
arugula,parsley,0,0,28
arugula,parsley flakes,0,0,0
arugula,parsnips,0,0,0
arugula,pasta,0,0,26
arugula,pasta sauce,0,0,0
arugula,paste,0,0,8
arugula,pastry,0,0,1
arugula,pea,0,0,1
arugula,peaches,0,0,0
arugula,peanuts,0,0,0
arugula,pear,0,0,4
arugula,pears,0,0,7
arugula,peas,0,0,4
arugula,pecans,0,0,4
arugula,pectin,0,0,0
arugula,penne,0,0,2
arugula,pepper,0,0,189
arugula,peppercorn,0,0,1
arugula,peppercorns,0,0,2
arugula,pepperoni,0,0,3
arugula,pesto sauce,0,0,2
arugula,pickle,0,0,0
arugula,pickles,0,0,0
arugula,pie crust,0,0,0
arugula,pimiento,0,0,0
arugula,pineapple,0,0,1
arugula,pineapple juice,0,0,0
arugula,pistachios,0,0,3
arugula,pizza sauce,0,0,0
arugula,pods,0,0,0
arugula,popcorn,0,0,0
arugula,pork,0,0,0
arugula,potato,0,0,4
arugula,potatoes,0,0,7
arugula,poultry seasoning,0,0,2
arugula,prawns,0,0,0
arugula,preserves,0,0,0
arugula,prosciutto,0,0,5
arugula,pudding,0,0,0
arugula,pumpkin,0,0,0
arugula,pure vanilla extract,0,0,0
arugula,puree,0,0,0
arugula,quinoa,0,0,3
arugula,radish,0,0,2
arugula,radishes,0,0,3
arugula,raisin,0,0,2
arugula,ranch dressing,0,0,0
arugula,raspberries,0,0,0
arugula,red chili powder,0,0,0
arugula,red food coloring,0,0,0
arugula,red pepper flakes,0,0,10
arugula,reduced sodium soy sauce,0,0,0
arugula,refrigerated crescent dinner rolls,0,0,0
arugula,relish,0,0,0
arugula,rhubarb,0,0,0
arugula,rib,0,0,0
arugula,rice,0,0,2
arugula,rind of,0,0,0
arugula,rosemary,0,0,7
arugula,round,0,0,0
arugula,rum,0,0,0
arugula,saffron,0,0,0
arugula,sage,0,0,1
arugula,salami,0,0,3
arugula,salmon,0,0,0
arugula,salsa,0,0,0
arugula,salt,0,0,123
arugula,sauerkraut,0,0,0
arugula,sausage,0,0,6
arugula,scallion,0,0,4
arugula,scallops,0,0,4
arugula,schnapps,0,0,0
arugula,seasoned bread crumbs,0,0,0
arugula,seasoning,0,0,1
arugula,sec,0,0,0
arugula,seed,0,0,9
arugula,shallot,0,0,32
arugula,shell,0,0,0
arugula,sherry,0,0,1
arugula,shortening,0,0,0
arugula,shoulder,0,0,0
arugula,shrimp,0,0,13
arugula,sirloin,0,0,2
arugula,skewers,0,0,0
arugula,skinless chicken breast,0,0,0
arugula,soda,0,0,1
arugula,sour cream,0,0,1
arugula,soy sauce,0,0,4
arugula,soymilk,0,0,0
arugula,spaghetti,0,0,8
arugula,spaghetti sauce,0,0,0
arugula,spears,0,0,0
arugula,spice,0,0,0
arugula,spices,0,0,0
arugula,spinach,0,0,4
arugula,splenda sugar substitute,0,0,0
arugula,spread,0,0,2
arugula,sprig,0,0,1
arugula,sprigs,0,0,1
arugula,sprinkles,0,0,0
arugula,sprout,0,0,0
arugula,sprouts,0,0,1
arugula,starch,0,0,0
arugula,steak,0,0,9
arugula,stick,0,0,0
arugula,strawberry,0,0,4
arugula,sugar,0,0,25
arugula,sweetener,0,0,0
arugula,syrup,0,0,5
arugula,tabasco sauce,0,0,1
arugula,taco seasoning,0,0,0
arugula,taco seasoning mix,0,0,0
arugula,tahini,0,0,0
arugula,tarragon,0,0,2
arugula,tartar,0,0,0
arugula,tea,0,0,0
arugula,tenderloin,0,0,0
arugula,tenders,0,0,1
arugula,tequila,0,0,0
arugula,teriyaki sauce,0,0,0
arugula,thighs,0,0,1
arugula,thyme,0,0,15
arugula,tofu,0,0,0
arugula,tomato,0,0,64
arugula,tomato juice,0,0,0
arugula,tomato sauce,0,0,0
arugula,tomato soup,0,0,0
arugula,tortellini,0,0,1
arugula,tortilla,0,0,1
arugula,tortillas,0,0,3
arugula,tuna,0,0,2
arugula,turkey,0,0,4
arugula,turmeric,0,0,0
arugula,turmeric powder,0,0,0
arugula,unsweetened cocoa powder,0,0,0
arugula,vanilla,0,0,0
arugula,vanilla essence,0,0,0
arugula,vanilla extract,0,0,0
arugula,vanilla ice cream,0,0,0
arugula,vanilla instant pudding mix,0,0,0
arugula,vegetable oil cooking spray,0,0,0
arugula,vegetable shortening,0,0,0
arugula,vegetable stock,0,0,1
arugula,vegetables,0,0,1
arugula,vermouth,0,0,0
arugula,vinegar,0,0,86
arugula,vodka,0,0,0
arugula,wafers,0,0,0
arugula,walnuts,0,0,16
arugula,water,0,0,22
arugula,watermelon,0,0,5
arugula,wedge,0,0,1
arugula,wedges,0,0,2
arugula,weed,0,0,0
arugula,wheat germ,0,0,0
arugula,whip,0,0,0
arugula,whipped cream,0,0,0
arugula,whipped topping,0,0,0
arugula,whipping cream,0,0,4
arugula,whiskey,0,0,0
arugula,white cake mix,0,0,0
arugula,wine,0,0,15
arugula,wings,0,0,0
arugula,worcestershire sauce,0,0,2
arugula,wrappers,0,0,0
arugula,yeast,0,0,1
arugula,yellow cake mix,0,0,0
arugula,yellow squash,0,0,0
arugula,yoghurt,0,0,0
arugula,yogurt,0,0,7
arugula,yolk,0,0,2
arugula,zest,0,0,13
arugula,zest of,0,0,6
arugula,zucchini,0,0,6
asparagus,avocado,0,0,11
asparagus,bacon,0,0,33
asparagus,bacon bits,0,0,2
asparagus,bags,0,0,0
asparagus,baguette,0,0,2
asparagus,baking powder,0,0,5
asparagus,banana,0,0,1
asparagus,barbecue sauce,0,0,1
asparagus,barley,0,0,4
asparagus,basil,0,0,86
asparagus,bean,0,0,21
asparagus,beef,0,0,5
asparagus,beef bouillon cube,0,0,0
asparagus,beef stock,0,0,2
asparagus,beer,0,0,4
asparagus,beets,0,0,1
asparagus,berries,0,0,0
asparagus,biscuits,0,0,1
asparagus,bisquick,0,0,0
asparagus,bisquick baking mix,0,0,1
asparagus,blackberries,0,0,0
asparagus,blueberries,0,0,0
asparagus,boneless chicken breast,0,0,4
asparagus,boneless skinless chicken breast,0,0,38
asparagus,bouillon,0,0,2
asparagus,bourbon,0,0,0
asparagus,bran,0,0,0
asparagus,brandy,0,0,3
asparagus,bread,0,0,29
asparagus,breadcrumb,0,0,31
asparagus,brisket,0,0,0
asparagus,broccoli,0,0,16
asparagus,broth,0,0,163
asparagus,browns,0,0,0
asparagus,buns,0,0,0
asparagus,butter,0,0,336
asparagus,buttermilk,0,0,1
asparagus,butternut squash,0,0,0
asparagus,cabbage,0,0,3
asparagus,cacao,0,0,0
asparagus,cajun seasoning,0,0,2
asparagus,cake,0,0,0
asparagus,candies,0,0,0
asparagus,capers,0,0,12
asparagus,capsicum,0,0,0
asparagus,cardamom,0,0,0
asparagus,carrot,0,0,69
asparagus,cashews,0,0,9
asparagus,catsup,0,0,0
asparagus,cauliflower,0,0,5
asparagus,cayenne,0,0,7
asparagus,celery,0,0,25
asparagus,cereal,0,0,0
asparagus,cheese,0,0,437
asparagus,cherry,0,0,3
asparagus,chestnuts,0,0,7
asparagus,chicken,0,0,21
asparagus,chicken bouillon cube,0,0,2
asparagus,chicken breast,0,0,19
asparagus,chicken pieces,0,0,0
asparagus,chicken stock,0,0,34
asparagus,chickpeas,0,0,3
asparagus,chile,0,0,2
asparagus,chili,0,0,4
asparagus,chili powder,0,0,2
asparagus,chili sauce,0,0,1
asparagus,chip,0,0,0
asparagus,chips,0,0,1
asparagus,chives,0,0,44
asparagus,chocolate,0,0,0
asparagus,chops,0,0,2
asparagus,choy,0,0,3
asparagus,chuck,0,0,0
asparagus,chunks,0,0,1
asparagus,chutney,0,0,0
asparagus,cider,0,0,0
asparagus,cilantro,0,0,16
asparagus,cinnamon,0,0,2
asparagus,clams,0,0,0
asparagus,clove,0,0,255
asparagus,cocoa,0,0,0
asparagus,cocoa powder,0,0,0
asparagus,coconut,0,0,1
asparagus,coffee,0,0,0
asparagus,concentrate,0,0,3
asparagus,condensed cream of chicken soup,0,0,0
asparagus,condensed cream of mushroom soup,0,0,1
asparagus,cooked chicken breast,0,0,4
asparagus,cookies,0,0,0
asparagus,cooking spray,0,0,8
